customer_id,signup_date,age,gender,state,income_band,employment_status,credit_score,tenure_months,acquisition_channel,has_checking,has_savings,has_credit_card,has_loan,churned,churn_date,support_ticket_count,complaint_ticket_count,avg_satisfaction_score,has_defaulted_loan
CUST100028,12/31/2023,46,Female,FL,75k-100k,Retired,760,30,Partner Bank,TRUE,TRUE,TRUE,FALSE,TRUE,5/8/2026,1,1,1,FALSE
CUST100029,6/9/2023,22,Male,NJ,150k+,Unemployed,609,37,Paid Social,TRUE,TRUE,FALSE,FALSE,FALSE,,4,0,4,FALSE
CUST100030,6/23/2023,38,Female,SC,50k-75k,Full-time,517,36,Referral,TRUE,FALSE,TRUE,FALSE,FALSE,,0,0,,FALSE
CUST100031,4/1/2022,40,Male,WA,75k-100k,Retired,597,51,App Store,TRUE,TRUE,TRUE,FALSE,FALSE,,2,2,4,FALSE
CUST100032,7/4/2021,51,Male,TN,25k-50k,Full-time,583,60,Organic Search,TRUE,TRUE,TRUE,FALSE,TRUE,12/4/2023,2,0,4.5,FALSE
CUST100033,1/18/2024,18,Female,LA,75k-100k,Full-time,649,29,Paid Social,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,5,FALSE
CUST100034,11/17/2025,38,Male,GA,150k+,Full-time,726,7,Organic Search,TRUE,TRUE,TRUE,FALSE,FALSE,,0,0,,FALSE
CUST100035,5/9/2021,24,Female,WA,150k+,Unemployed,723,62,App Store,TRUE,TRUE,TRUE,FALSE,FALSE,,0,0,,FALSE
CUST100036,9/18/2025,44,Male,MO,50k-75k,Part-time,628,9,Referral,TRUE,TRUE,TRUE,FALSE,FALSE,,1,1,2,FALSE
CUST100037,7/19/2025,47,Male,FL,100k-150k,Retired,761,11,Partner Bank,TRUE,TRUE,TRUE,FALSE,FALSE,,1,0,3,FALSE
CUST100038,7/10/2022,53,Male,NJ,100k-150k,Full-time,641,48,App Store,TRUE,FALSE,FALSE,TRUE,FALSE,,4,2,3,FALSE
CUST100039,6/21/2024,31,Male,AZ,25k-50k,Unemployed,657,24,Organic Search,TRUE,TRUE,TRUE,FALSE,FALSE,,0,0,,FALSE
CUST100040,11/28/2021,49,Male,GA,100k-150k,Self-employed,801,55,Affiliate,TRUE,TRUE,TRUE,FALSE,FALSE,,2,1,4.5,FALSE
CUST100041,3/1/2025,54,Male,PA,25k-50k,Self-employed,527,16,Paid Social,TRUE,TRUE,FALSE,TRUE,TRUE,10/1/2025,7,2,3.43,TRUE
CUST100042,11/6/2024,18,Male,NJ,150k+,Student,612,20,Partner Bank,TRUE,TRUE,FALSE,FALSE,FALSE,,2,0,4,FALSE
CUST100043,12/13/2022,45,Female,MN,100k-150k,Full-time,702,43,Paid Social,TRUE,TRUE,TRUE,FALSE,FALSE,,1,1,5,FALSE
CUST100044,5/17/2021,49,Male,NJ,50k-75k,Part-time,671,62,Paid Social,TRUE,TRUE,FALSE,TRUE,FALSE,,1,0,5,FALSE
CUST100045,5/2/2026,34,Male,CO,50k-75k,Full-time,637,1,Organic Search,TRUE,FALSE,TRUE,TRUE,FALSE,,2,0,4.5,FALSE
CUST100046,6/14/2023,23,Female,IN,150k+,Self-employed,603,37,Organic Search,TRUE,FALSE,FALSE,FALSE,FALSE,,4,2,4.25,FALSE
CUST100047,11/27/2025,49,Non-binary/Other,FL,<25k,Full-time,487,7,Paid Social,TRUE,TRUE,FALSE,TRUE,FALSE,,4,1,4,TRUE
CUST100048,9/21/2024,23,Male,SC,50k-75k,Full-time,608,21,Paid Social,TRUE,TRUE,FALSE,FALSE,TRUE,6/22/2025,4,0,3.75,FALSE
CUST100049,4/11/2025,35,Male,MA,50k-75k,Full-time,658,14,Organic Search,TRUE,TRUE,TRUE,FALSE,FALSE,,1,1,4,FALSE
CUST100050,3/5/2025,37,Female,MA,50k-75k,Full-time,616,16,Affiliate,TRUE,FALSE,TRUE,FALSE,FALSE,,2,0,5,FALSE
CUST100051,1/26/2022,46,Male,MO,25k-50k,Full-time,619,53,App Store,TRUE,FALSE,TRUE,FALSE,FALSE,,1,0,4,FALSE
CUST100052,12/31/2022,30,Male,TX,25k-50k,Full-time,618,42,Paid Social,TRUE,TRUE,TRUE,FALSE,FALSE,,1,0,1,FALSE
CUST100053,7/26/2023,29,Female,OH,150k+,Retired,771,35,Paid Social,TRUE,TRUE,TRUE,FALSE,FALSE,,0,0,,FALSE
CUST100054,9/26/2023,39,Male,WI,100k-150k,Full-time,628,33,App Store,TRUE,TRUE,FALSE,FALSE,TRUE,5/28/2024,1,1,5,FALSE
CUST100055,3/29/2021,50,Male,TN,100k-150k,Student,696,63,App Store,TRUE,TRUE,TRUE,TRUE,FALSE,,2,1,4,FALSE
CUST100056,1/2/2024,65,Female,MI,50k-75k,Full-time,715,30,Partner Bank,TRUE,TRUE,TRUE,FALSE,FALSE,,1,1,3,FALSE
CUST100057,11/6/2021,19,Male,VA,75k-100k,Full-time,620,56,Partner Bank,TRUE,TRUE,TRUE,FALSE,FALSE,,3,2,3,FALSE
CUST100058,1/31/2025,41,Female,TN,50k-75k,Retired,601,17,Referral,TRUE,TRUE,TRUE,FALSE,FALSE,,3,0,4,FALSE
CUST100059,10/2/2024,24,Male,WA,75k-100k,Part-time,668,21,Referral,TRUE,FALSE,TRUE,FALSE,FALSE,,4,1,3.5,FALSE
CUST100060,1/25/2026,50,Male,VA,100k-150k,Full-time,633,5,Paid Social,TRUE,TRUE,TRUE,FALSE,FALSE,,2,1,3.5,FALSE
CUST100061,2/2/2025,26,Female,AZ,25k-50k,Unemployed,543,17,Organic Search,TRUE,TRUE,FALSE,FALSE,FALSE,,4,2,3.5,FALSE
CUST100062,1/6/2023,29,Male,GA,150k+,Full-time,700,42,Partner Bank,TRUE,TRUE,TRUE,FALSE,FALSE,,1,1,4,FALSE
CUST100063,4/25/2026,30,Female,MA,100k-150k,Full-time,678,2,App Store,TRUE,TRUE,FALSE,FALSE,FALSE,,2,1,4.5,FALSE
CUST100064,4/5/2023,37,Female,MO,50k-75k,Self-employed,677,39,App Store,TRUE,TRUE,TRUE,TRUE,FALSE,,2,1,4,FALSE
CUST100065,10/16/2022,41,Male,MO,150k+,Part-time,670,45,Paid Social,TRUE,TRUE,TRUE,FALSE,FALSE,,0,0,,FALSE
CUST100066,12/22/2025,43,Female,TN,100k-150k,Part-time,693,6,Partner Bank,TRUE,TRUE,TRUE,FALSE,FALSE,,2,0,2.5,FALSE
CUST100067,1/14/2023,37,Female,VA,<25k,Full-time,647,42,Affiliate,TRUE,TRUE,FALSE,TRUE,FALSE,,3,2,4.67,FALSE
CUST100068,6/3/2021,22,Female,IN,<25k,Full-time,644,61,Paid Social,TRUE,FALSE,TRUE,TRUE,FALSE,,2,0,5,FALSE
CUST100069,7/31/2023,46,Male,MD,75k-100k,Full-time,657,35,Referral,TRUE,TRUE,TRUE,FALSE,FALSE,,2,0,4.5,FALSE
CUST100070,5/16/2025,37,Male,GA,100k-150k,Full-time,702,13,App Store,TRUE,FALSE,TRUE,FALSE,FALSE,,2,0,3,FALSE
CUST100071,1/16/2022,51,Female,WA,25k-50k,Full-time,558,54,Referral,TRUE,TRUE,TRUE,FALSE,FALSE,,0,0,,FALSE
CUST100072,7/18/2023,29,Female,IN,50k-75k,Part-time,651,35,Partner Bank,TRUE,FALSE,TRUE,TRUE,FALSE,,1,1,3,FALSE
CUST100073,9/18/2021,18,Female,IN,50k-75k,Unemployed,720,58,Paid Social,TRUE,TRUE,FALSE,TRUE,FALSE,,0,0,,FALSE
CUST100074,10/9/2024,37,Female,WA,50k-75k,Student,707,20,Paid Social,TRUE,FALSE,TRUE,TRUE,FALSE,,1,0,5,FALSE
CUST100075,8/13/2023,53,Female,OH,<25k,Self-employed,578,35,Affiliate,TRUE,TRUE,TRUE,FALSE,FALSE,,1,0,1,FALSE
CUST100076,10/25/2022,39,Male,SC,25k-50k,Full-time,627,44,Paid Social,TRUE,TRUE,TRUE,TRUE,FALSE,,1,0,4,FALSE
CUST100077,4/1/2022,35,Male,AZ,100k-150k,Full-time,651,51,Paid Social,TRUE,TRUE,FALSE,FALSE,FALSE,,5,3,2.8,FALSE
CUST100078,2/7/2024,27,Female,AZ,<25k,Unemployed,528,29,Referral,TRUE,TRUE,FALSE,FALSE,FALSE,,4,2,3,FALSE
CUST100079,9/5/2024,59,Male,VA,75k-100k,Full-time,643,22,Referral,TRUE,TRUE,TRUE,FALSE,FALSE,,2,1,2,FALSE
CUST100080,3/2/2026,25,Male,WI,75k-100k,Full-time,678,4,Paid Social,TRUE,TRUE,TRUE,FALSE,FALSE,,4,1,4.5,FALSE
CUST100081,5/27/2023,29,Female,GA,150k+,Full-time,759,37,Partner Bank,TRUE,TRUE,FALSE,TRUE,FALSE,,0,0,,FALSE
CUST100082,11/19/2021,44,Female,AL,150k+,Full-time,715,56,Referral,TRUE,TRUE,TRUE,FALSE,FALSE,,4,1,4,FALSE
CUST100083,7/29/2025,18,Male,TX,150k+,Retired,744,11,Paid Social,TRUE,TRUE,FALSE,FALSE,FALSE,,2,1,3,FALSE
CUST100084,6/17/2024,53,Female,CA,50k-75k,Full-time,495,24,Paid Social,TRUE,TRUE,TRUE,FALSE,FALSE,,1,0,4,FALSE
CUST100085,11/5/2024,45,Male,WA,<25k,Full-time,589,20,App Store,TRUE,TRUE,TRUE,FALSE,FALSE,,2,0,4.5,FALSE
CUST100086,7/15/2021,48,Male,MN,25k-50k,Part-time,573,60,Paid Social,TRUE,FALSE,FALSE,FALSE,FALSE,,6,1,3.33,FALSE
CUST100087,9/19/2022,44,Male,CA,50k-75k,Self-employed,567,46,App Store,TRUE,TRUE,FALSE,FALSE,FALSE,,1,0,5,FALSE
CUST100088,3/21/2025,36,Female,IN,<25k,Full-time,604,15,Affiliate,TRUE,TRUE,TRUE,FALSE,FALSE,,2,1,3.5,FALSE
CUST100089,7/28/2025,25,Female,MI,<25k,Part-time,659,11,Paid Social,TRUE,TRUE,FALSE,FALSE,FALSE,,2,0,4,FALSE
CUST100090,5/24/2023,36,Male,CA,25k-50k,Retired,607,37,Paid Social,TRUE,TRUE,TRUE,TRUE,FALSE,,4,1,4.25,FALSE
CUST100091,6/3/2025,26,Female,MI,50k-75k,Retired,684,13,Partner Bank,TRUE,TRUE,TRUE,FALSE,FALSE,,2,1,4.5,FALSE
CUST100092,8/16/2025,43,Female,IN,50k-75k,Full-time,613,10,Paid Social,TRUE,TRUE,FALSE,FALSE,FALSE,,3,1,2,FALSE
CUST100093,2/17/2023,47,Male,TN,150k+,Full-time,832,40,App Store,TRUE,TRUE,TRUE,FALSE,FALSE,,0,0,,FALSE
CUST100094,12/7/2025,55,Female,MN,50k-75k,Retired,549,6,Affiliate,TRUE,TRUE,TRUE,FALSE,FALSE,,4,0,3.75,FALSE
CUST100095,8/2/2022,42,Male,LA,<25k,Retired,574,47,Organic Search,TRUE,TRUE,TRUE,TRUE,TRUE,9/13/2023,4,1,1.5,FALSE
CUST100096,4/26/2022,49,Male,TX,50k-75k,Full-time,677,50,Referral,TRUE,TRUE,FALSE,FALSE,FALSE,,2,1,4.5,FALSE
CUST100097,10/1/2024,34,Male,MN,50k-75k,Full-time,634,21,Referral,TRUE,TRUE,TRUE,FALSE,FALSE,,2,1,5,FALSE
CUST100098,7/1/2024,32,Female,CA,100k-150k,Full-time,767,24,Paid Social,TRUE,FALSE,FALSE,FALSE,FALSE,,2,0,4.5,FALSE
CUST100099,10/8/2021,43,Male,LA,50k-75k,Part-time,521,57,Paid Social,TRUE,TRUE,TRUE,FALSE,FALSE,,1,0,5,FALSE
CUST100100,7/29/2025,33,Male,WI,25k-50k,Full-time,601,11,App Store,TRUE,TRUE,FALSE,TRUE,FALSE,,1,0,5,FALSE
CUST100101,2/6/2022,41,Female,AL,75k-100k,Full-time,650,53,Organic Search,TRUE,FALSE,TRUE,FALSE,FALSE,,3,0,4,FALSE
CUST100102,6/3/2025,25,Male,TX,50k-75k,Self-employed,629,13,Organic Search,TRUE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE
CUST100103,1/15/2021,27,Female,TX,50k-75k,Full-time,548,66,Organic Search,TRUE,TRUE,FALSE,TRUE,FALSE,,2,1,4.5,TRUE
CUST100104,5/18/2025,45,Female,LA,25k-50k,Retired,591,13,Referral,TRUE,TRUE,TRUE,TRUE,FALSE,,3,0,2.67,FALSE
CUST100105,4/28/2025,48,Male,GA,50k-75k,Full-time,617,14,Partner Bank,TRUE,TRUE,FALSE,TRUE,FALSE,,4,2,4.5,FALSE
CUST100106,4/15/2025,26,Female,MI,<25k,Full-time,593,14,App Store,TRUE,TRUE,TRUE,TRUE,FALSE,,3,2,5,TRUE
CUST100107,8/26/2024,46,Female,GA,75k-100k,Retired,724,22,Organic Search,TRUE,FALSE,TRUE,TRUE,FALSE,,1,0,2,FALSE
CUST100108,8/4/2023,31,Male,FL,25k-50k,Full-time,614,35,Organic Search,TRUE,TRUE,FALSE,FALSE,FALSE,,3,2,3,FALSE
CUST100109,11/15/2024,38,Female,TX,25k-50k,Full-time,630,19,Referral,TRUE,TRUE,TRUE,TRUE,TRUE,11/14/2025,1,0,4,FALSE
CUST100110,7/10/2022,55,Male,FL,50k-75k,Full-time,705,48,Partner Bank,TRUE,TRUE,FALSE,TRUE,FALSE,,1,0,5,FALSE
CUST100111,4/16/2025,47,Female,MN,50k-75k,Full-time,701,14,Affiliate,TRUE,TRUE,TRUE,FALSE,FALSE,,0,0,,FALSE
CUST100112,1/20/2024,47,Male,CA,25k-50k,Full-time,476,29,Partner Bank,TRUE,TRUE,FALSE,TRUE,FALSE,,2,0,3,TRUE
CUST100113,7/10/2023,60,Male,SC,150k+,Retired,763,36,Referral,TRUE,TRUE,TRUE,TRUE,FALSE,,0,0,,FALSE
CUST100114,10/12/2023,29,Female,PA,75k-100k,Student,707,33,Paid Social,TRUE,TRUE,TRUE,TRUE,FALSE,,2,1,3.5,TRUE
CUST100115,2/15/2024,26,Male,TN,100k-150k,Full-time,677,28,Affiliate,TRUE,TRUE,FALSE,FALSE,FALSE,,1,0,4,FALSE
CUST100116,3/16/2021,29,Female,OH,25k-50k,Full-time,582,64,Partner Bank,TRUE,TRUE,FALSE,FALSE,FALSE,,1,0,5,FALSE
CUST100117,10/8/2021,34,Female,SC,50k-75k,Full-time,573,57,Paid Social,TRUE,FALSE,TRUE,FALSE,FALSE,,1,0,4,FALSE
CUST100118,5/8/2022,18,Female,TX,50k-75k,Retired,529,50,Organic Search,TRUE,TRUE,FALSE,TRUE,FALSE,,0,0,,FALSE
CUST100119,8/18/2021,35,Female,MO,50k-75k,Full-time,682,59,Referral,TRUE,TRUE,FALSE,FALSE,FALSE,,2,0,3,FALSE
CUST100120,6/1/2023,31,Female,AL,<25k,Full-time,622,37,Affiliate,TRUE,FALSE,TRUE,FALSE,FALSE,,1,0,2,FALSE
CUST100121,9/2/2024,47,Male,VA,25k-50k,Full-time,602,22,Paid Social,TRUE,FALSE,TRUE,TRUE,FALSE,,4,1,4.25,FALSE
CUST100122,8/5/2024,42,Male,VA,100k-150k,Retired,731,23,Referral,TRUE,TRUE,TRUE,TRUE,TRUE,6/17/2025,2,1,3,FALSE
CUST100123,8/4/2023,30,Non-binary/Other,FL,100k-150k,Full-time,748,35,Referral,TRUE,FALSE,TRUE,FALSE,FALSE,,0,0,,FALSE
CUST100124,9/12/2025,45,Male,MN,25k-50k,Full-time,509,9,Referral,TRUE,TRUE,TRUE,FALSE,FALSE,,1,0,3,FALSE
CUST100125,2/8/2024,46,Female,AL,<25k,Full-time,593,29,Organic Search,TRUE,TRUE,TRUE,TRUE,FALSE,,1,0,5,FALSE
CUST100126,6/8/2021,28,Female,WA,25k-50k,Full-time,594,61,Partner Bank,TRUE,FALSE,TRUE,TRUE,FALSE,,1,1,1,TRUE
CUST100127,3/15/2025,32,Female,MO,75k-100k,Full-time,687,15,Partner Bank,TRUE,FALSE,TRUE,TRUE,FALSE,,3,0,5,FALSE
CUST100128,2/27/2024,18,Male,MD,25k-50k,Full-time,618,28,Paid Social,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,5,FALSE
CUST100129,6/27/2024,24,Male,NC,75k-100k,Full-time,706,24,App Store,TRUE,FALSE,TRUE,TRUE,FALSE,,1,0,3,FALSE
CUST100130,2/9/2024,29,Female,CA,<25k,Full-time,492,29,App Store,TRUE,TRUE,TRUE,FALSE,FALSE,,1,0,5,FALSE
CUST100131,1/16/2024,38,Female,FL,75k-100k,Full-time,736,29,Organic Search,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,2,FALSE
CUST100132,7/1/2021,26,Female,SC,100k-150k,Self-employed,663,60,Organic Search,TRUE,TRUE,FALSE,FALSE,FALSE,,1,0,5,FALSE
CUST100133,1/27/2024,31,Male,WI,<25k,Self-employed,572,29,Referral,TRUE,TRUE,TRUE,FALSE,FALSE,,4,1,4.5,FALSE
CUST100134,5/14/2025,23,Female,NY,100k-150k,Full-time,595,13,App Store,TRUE,TRUE,FALSE,FALSE,FALSE,,5,2,4,FALSE
CUST100135,9/2/2022,40,Male,CO,100k-150k,Full-time,686,46,Referral,TRUE,TRUE,FALSE,FALSE,FALSE,,2,0,2.5,FALSE
CUST100136,4/24/2024,43,Female,SC,50k-75k,Full-time,635,26,App Store,TRUE,TRUE,TRUE,FALSE,FALSE,,3,0,2.33,FALSE
CUST100137,3/3/2021,42,Female,AZ,25k-50k,Full-time,603,64,Paid Social,TRUE,TRUE,FALSE,FALSE,FALSE,,0,0,,FALSE
CUST100138,11/29/2022,38,Female,VA,50k-75k,Self-employed,595,43,Referral,TRUE,TRUE,FALSE,FALSE,FALSE,,0,0,,FALSE
CUST100139,5/27/2023,19,Male,LA,25k-50k,Full-time,540,37,Referral,TRUE,FALSE,FALSE,FALSE,FALSE,,2,0,4,FALSE
CUST100140,5/26/2026,30,Male,MN,150k+,Part-time,755,1,Affiliate,TRUE,FALSE,TRUE,FALSE,FALSE,,1,0,5,FALSE
CUST100141,3/7/2022,33,Female,MI,50k-75k,Part-time,540,52,Organic Search,TRUE,FALSE,FALSE,FALSE,FALSE,,6,2,4.17,FALSE
CUST100142,7/9/2022,33,Female,VA,100k-150k,Unemployed,736,48,Paid Social,TRUE,TRUE,FALSE,FALSE,FALSE,,0,0,,FALSE
CUST100143,3/31/2023,38,Female,AL,75k-100k,Self-employed,757,39,Affiliate,TRUE,FALSE,TRUE,FALSE,FALSE,,1,0,4,FALSE
CUST100144,6/15/2026,55,Female,AL,25k-50k,Full-time,729,0,Organic Search,TRUE,FALSE,TRUE,TRUE,TRUE,6/30/2026,1,1,2,FALSE
CUST100145,9/8/2025,47,Female,TN,50k-75k,Full-time,576,9,App Store,TRUE,TRUE,TRUE,FALSE,FALSE,,1,0,4,FALSE
CUST100146,3/11/2021,26,Female,IN,100k-150k,Full-time,724,64,App Store,TRUE,TRUE,FALSE,FALSE,FALSE,,0,0,,FALSE
CUST100147,4/15/2022,46,Male,MD,50k-75k,Full-time,605,51,App Store,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,5,FALSE
CUST100148,7/7/2025,45,Male,GA,50k-75k,Full-time,703,11,Referral,TRUE,TRUE,TRUE,FALSE,TRUE,12/9/2025,1,0,4,FALSE
CUST100149,4/27/2021,28,Male,SC,150k+,Student,741,63,Affiliate,TRUE,TRUE,TRUE,FALSE,FALSE,,0,0,,FALSE
CUST100150,9/13/2025,48,Male,GA,25k-50k,Full-time,591,9,Organic Search,TRUE,FALSE,FALSE,FALSE,FALSE,,2,1,3.5,FALSE
CUST100151,7/19/2022,36,Non-binary/Other,CO,100k-150k,Part-time,641,48,Paid Social,TRUE,TRUE,TRUE,TRUE,FALSE,,5,2,3.6,FALSE
CUST100152,1/15/2026,21,Male,CO,25k-50k,Full-time,587,5,App Store,TRUE,TRUE,FALSE,FALSE,FALSE,,4,2,3.25,FALSE
CUST100153,8/12/2022,43,Female,GA,100k-150k,Full-time,654,47,Referral,TRUE,FALSE,TRUE,FALSE,FALSE,,2,0,5,FALSE
CUST100154,5/22/2023,40,Female,CO,75k-100k,Full-time,662,37,Referral,TRUE,FALSE,TRUE,TRUE,FALSE,,1,1,3,FALSE
CUST100155,8/20/2024,35,Female,MN,25k-50k,Full-time,609,22,Partner Bank,TRUE,TRUE,TRUE,TRUE,FALSE,,2,0,4.5,FALSE
CUST100156,9/11/2021,37,Male,WA,<25k,Full-time,549,58,Organic Search,TRUE,FALSE,TRUE,FALSE,FALSE,,4,0,3.5,FALSE
CUST100157,1/23/2024,29,Female,AZ,25k-50k,Retired,572,29,Organic Search,TRUE,FALSE,TRUE,FALSE,FALSE,,5,0,3.4,FALSE
CUST100158,10/11/2023,45,Female,WA,75k-100k,Part-time,698,33,Partner Bank,TRUE,TRUE,TRUE,FALSE,FALSE,,4,0,4.5,FALSE
CUST100159,4/22/2025,37,Male,TX,50k-75k,Full-time,674,14,Affiliate,TRUE,FALSE,TRUE,FALSE,FALSE,,3,1,4,FALSE
CUST100160,6/22/2026,39,Male,AZ,25k-50k,Full-time,563,0,Referral,TRUE,TRUE,FALSE,FALSE,TRUE,6/30/2026,0,0,,FALSE
CUST100161,8/25/2024,42,Male,IN,50k-75k,Student,633,22,Paid Social,TRUE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE
CUST100162,4/1/2023,24,Male,MA,150k+,Full-time,672,39,Paid Social,TRUE,TRUE,TRUE,FALSE,FALSE,,1,0,5,FALSE
CUST100163,3/27/2023,27,Male,WA,25k-50k,Full-time,751,39,Affiliate,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,3,FALSE
CUST100164,4/19/2023,18,Male,WA,75k-100k,Self-employed,612,38,Referral,TRUE,FALSE,FALSE,FALSE,FALSE,,1,0,5,FALSE
CUST100165,6/21/2025,44,Female,AZ,100k-150k,Full-time,705,12,Paid Social,TRUE,TRUE,FALSE,FALSE,FALSE,,2,0,5,FALSE
CUST100166,10/7/2022,23,Male,AL,50k-75k,Full-time,660,45,Affiliate,TRUE,FALSE,FALSE,FALSE,FALSE,,1,0,4,FALSE
CUST100167,12/1/2021,39,Male,NJ,150k+,Part-time,683,55,Partner Bank,TRUE,TRUE,FALSE,TRUE,FALSE,,1,0,5,FALSE
CUST100168,11/2/2022,42,Female,PA,50k-75k,Full-time,588,44,Referral,TRUE,TRUE,TRUE,FALSE,FALSE,,1,0,4,FALSE
CUST100169,2/15/2021,45,Non-binary/Other,TX,75k-100k,Full-time,648,65,Affiliate,TRUE,TRUE,FALSE,FALSE,FALSE,,1,0,1,FALSE
CUST100170,8/1/2021,23,Male,MN,100k-150k,Full-time,644,59,Referral,TRUE,FALSE,TRUE,FALSE,FALSE,,1,0,3,FALSE
CUST100171,6/30/2021,37,Male,IL,25k-50k,Unemployed,618,60,Organic Search,TRUE,TRUE,FALSE,FALSE,FALSE,,3,1,4.33,FALSE
CUST100172,3/28/2025,58,Male,NJ,50k-75k,Full-time,589,15,Paid Social,TRUE,TRUE,TRUE,FALSE,FALSE,,2,1,2.5,FALSE
CUST100173,12/20/2024,58,Female,MD,75k-100k,Full-time,672,18,Organic Search,TRUE,FALSE,FALSE,TRUE,FALSE,,2,1,4,FALSE
